date,channel_id,video_id,video_thumbnail_impressions,video_thumbnail_impressions_ctr
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,2,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,12,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,b5judqdZ4eI,195,0.082051282051282051
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,6,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,4,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,8,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,fGezis2rjZA,15,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,4,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,gLUZAvea2oc,1,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,34,0.029411764705882353
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,hudmiFcA57A,2,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,8,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,2,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,4,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,11,0.090909090909090912
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,19,0.052631578947368418
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,15,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,6,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,23,0.043478260869565216
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,30,0.1
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,1,1
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,6,0.16666666666666666
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,q1uDScvMQfg,7,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,7,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,28,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,rAAA7glPy5o,1,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,13,0.15384615384615385
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,11,0.36363636363636365
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,7,0.14285714285714285
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,6,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,10,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,1,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,10,0.1
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,7,0
2026-07-23,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,4,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,3,0.33333333333333331
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,3,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,20,0.1
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,19,0.052631578947368418
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,20,0.15
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,4h2g5wBWqI4,337,0.044510385756676561
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,9,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,57,0.070175438596491224
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,8,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,7bs6ELSOGFg,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,10,0.1
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,9qhfAvXGR1U,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,15,0.066666666666666666
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,17,0.11764705882352941
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,3,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,3,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,4,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,16,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,15,0.2
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,FdWxDjGBIM4,21,0.047619047619047616
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,GNVK5JQjXos,5,0.2
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,Gp0dyrxdI_0,16,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,IaCjWJ3vy48,37,0.10810810810810811
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,IvAkc1fwzUc,13,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,7,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,5,0.2
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,5,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,21,0.047619047619047616
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,16,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,10,0.1
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,QhRgPOmgBDU,6,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,7,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,RR9mLs5RgtA,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,9,0.1111111111111111
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,12,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,9,0.1111111111111111
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,3,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,XD8tgLIwHvQ,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,70,0.12857142857142856
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,57,0.035087719298245612
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,ZsiHzy2w60o,656,0.028963414634146343
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,ZzIrT1d2m4g,4,0.25
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,18,0.055555555555555552
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,11,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,11,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,b5judqdZ4eI,244,0.053278688524590161
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,11,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,eGedfjRrI5w,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,eH1CndEyHrc,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,21,0.14285714285714285
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,13,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,j7xlFldh4gM,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,5,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,17,0.17647058823529413
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,10,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,19,0.052631578947368418
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,24,0.041666666666666664
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,15,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,13,0.076923076923076927
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,q1uDScvMQfg,6,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,6,0.16666666666666666
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,15,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,4,0.25
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,5,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,12,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,wezZH8qpWyY,1,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,2,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,8,0
2026-07-24,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,5,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,32,0.1875
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,-qTAD9VNJHg,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,27,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,0rhTdpz0Jyc,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,7,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,17,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,2x5xGIWsYec,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,16,0.0625
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,4h2g5wBWqI4,1713,0.038528896672504379
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,4,0.25
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,9,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,27,0.1111111111111111
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,9,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,7bs6ELSOGFg,3,0.33333333333333331
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,11,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,9qhfAvXGR1U,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,14,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,19,0.052631578947368418
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,5,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,5,0.2
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,4,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,7,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,EPazhvJ7Jd0,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,14,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,EwkXAwTL_QI,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,11,0.090909090909090912
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,FZazL5XS_fw,4,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,FdWxDjGBIM4,17,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,GNVK5JQjXos,4,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,Gp0dyrxdI_0,14,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,IaCjWJ3vy48,50,0.1
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,IvAkc1fwzUc,10,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,7,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,25,0.04
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,NH01AGqUk98,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,18,0.055555555555555552
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,8,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,QhRgPOmgBDU,7,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,10,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,RR9mLs5RgtA,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,17,0.17647058823529413
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,7,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,1,1
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,3,0.33333333333333331
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,XD8tgLIwHvQ,4,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,51,0.0392156862745098
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,39,0.05128205128205128
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,ZsiHzy2w60o,351,0.0028490028490028491
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,15,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,13,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,19,0.052631578947368418
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,b5judqdZ4eI,158,0.056962025316455694
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,5,0.2
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,cuI3UY3v3gI,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,9,0.22222222222222221
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,f2T5LyFvhBM,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,7,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,fGezis2rjZA,5,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,19,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,11,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,jW3y87r-g8k,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,14,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,4,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,14,0.14285714285714285
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,5,0.2
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,17,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,19,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,18,0.16666666666666666
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,5,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,q1uDScvMQfg,6,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,21,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,5,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,7,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,13,0.15384615384615385
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,xEkmwt0UHYs,1,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,2,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,12,0.083333333333333329
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,3,0
2026-07-25,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,7,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,17,0.35294117647058826
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,8,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,11,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,16,0.0625
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,20,0.15
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,4h2g5wBWqI4,1416,0.040960451977401127
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,5PsaPj_z7ts,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,6,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,26,0.076923076923076927
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,11,0.090909090909090912
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,9,0.1111111111111111
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,5,0.2
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,7,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,3,0.33333333333333331
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,4,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,12,0.083333333333333329
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,EPazhvJ7Jd0,3,0.33333333333333331
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,19,0.15789473684210525
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,EwkXAwTL_QI,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,19,0.21052631578947367
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,FZazL5XS_fw,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,FdWxDjGBIM4,7,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,GNVK5JQjXos,4,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,Gp0dyrxdI_0,10,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,IaCjWJ3vy48,28,0.10714285714285714
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,IvAkc1fwzUc,9,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,6,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,19,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,NH01AGqUk98,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,10,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,8,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,QhRgPOmgBDU,7,0.14285714285714285
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,5,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,RR9mLs5RgtA,5,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,32,0.0625
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,4,0.25
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,6,0.16666666666666666
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,XD8tgLIwHvQ,4,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,77,0.14285714285714285
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,35,0.057142857142857141
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,ZsiHzy2w60o,14,0.14285714285714285
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,ZzIrT1d2m4g,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,10,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,10,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,b5judqdZ4eI,109,0.055045871559633031
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,5,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,f2T5LyFvhBM,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,fGezis2rjZA,4,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,13,0.076923076923076927
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,18,0.1111111111111111
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,11,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,j7xlFldh4gM,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,jW3y87r-g8k,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,4,0.25
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,lNqMWsD057k,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,16,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,13,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,31,0.0967741935483871
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,7,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,39,0.02564102564102564
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,30,0.2
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,4,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,9,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,q1uDScvMQfg,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,13,0.076923076923076927
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,rAAA7glPy5o,2,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,15,0.066666666666666666
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,5,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,6,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,6,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,11,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,3,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,9,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,1,0
2026-07-26,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,4,0
